transcription,rewritten_transcript,translation,decoded_phonemes,split
ɲàlɛ́là,ɲàĺl,Parts of: We (excl) are going to cut the rope,ɲ a l e l a,test
làðɛ́là,làvə̀là,Parts of: They are going to cut the rope right now,l a ð e l a,test
làðɛ́là,làvə̀là,n/a,l a v e l l,test
làðɛ́là,làvə̀là,n/a,l a ð e l a,test
ɲàlɛ́lǎ,ɲàĺl,We are going,ɲ a l e l a,test
làðɛ́là,làvə̀là,n/a,a ð e l a,test
làðɛ́là,làvə̀là,n/a,l a ð e l a,test
ácám,ácám,civet,a k a m,test
ácám,ácám,n/a,a c a m,test
nɛ̀bɛ̀,nɛ̀bɛ̀,bamboo gates,n e v e,test
nɛ̀bɛ̀,nɛ̀bɛ̀,n/a,n e b e,test
nɛ̀bɛ̀,nɛ̀bɛ̀,n/a,n e v,test
nárò,náɾɔ́,*chickens,n a r o,test
nɔ̀rɛ́,nɔ̀ɾɛ̀,*chickens (acc; judged incorrect),n o r e,test
lárò,láɾò,chickens,l a r o a,test
lárò,láɾò,n/a,l a r o,test
ðô,ðô,stick,ð o,test
ðô,ðô,n/a,ð o e,test
ðówɛ́,ðówɛ́,stick,v w e,test
ðówɛ́,ðówɛ́,n/a,v o w e,test
ðówɛ́ íðùn,ðówɛ́ nùn,n/a,ð u a i ð u n,test
kńnà,kə́nɔ̀nà,n/a,k ɛ n n a,test
jìtàn,jìtàn,n/a,j e t a n,test
jár,jár,n/a,i a r,test
ðár ðɔ̀là,ðár ðɔ̀là,n/a,ð a r ð o l a,test
ðár ðɔ̀là,ðár ðɔ̀là,n/a,ð a r o v ɔ l a,test
jár jɔ̀là,jár jɔ̀là,n/a,i a j o n a,test
jár jɔ̀là,jár jɔ̀là,n/a,i a r o i o l a,test
jɛ̀rd̪ɔ́,jɛ́r̀ɔ́,n/a,j ɛ r d̪ a,test
àɽàŋgár,àɽàŋgár,n/a,a l a ŋ ɡ a r,test
lɛ̀mbré,lɛ̀mbré,n/a,l e m b r ɛ,test
dìjàló,rìjáló,n/a,i a l o,test
nàɽàŋgàr,nàɽàŋgár,n/a,n a ɾ a ŋ ɡ a r,test
nàɽàŋgàr,nàɽàŋgár,n/a,n a ɾ a ŋ ɡ a ɾ,test
làíjà,lá íjà,n/a,l a j a,test
làíjà,lá íjà,n/a,l a j a,test
làíjà,lá íjà,n/a,l a j a,test
láìjɔ́,lá ìjɔ́,n/a,l a j o,test
íjɔ́ ɛ́ðɛ̀,íjɔ́ ɛ́ðɛ̀,n/a,j o ɛ ð e,test
íjɔ́ ɛ́ðɛ̀,íjɔ́ ɛ́ðɛ̀,n/a,j o ɛ ð e,test
íjɔ́ ɛ́ðɛ̀,íjɔ́ ɛ́ðɛ̀,n/a,j o ɛ ð e,test
íjɔ́ ɛ́ðɛ̀,íjɔ́ ɛ́ðɛ̀,n/a,j o e ð,test
ìjá ɛ́ðɛ̀,ìjá ɛ́ðɛ̀,n/a,i a ɾ e,test
ìjá ɛ́ðɛ̌,ìjá ɛ́ðɛ̀,n/a,j a e l e,test
íjɔ́ ɛ́ðɛ̀,íjɔ́ ɛ́ðɛ̀,n/a,k i o i ð e,test
ìjá,ìjá,n/a,i a,test
ìjá ɛ́ðɛ̀,ìjá ɛ́ðɛ̀,n/a,i a ɛ b e,test
íjɔ́ ɛ́ðɛ̀,íjɔ́ ɛ́ðɛ̀,n/a,i o ɛ ð e,test
íjɔ́,íjɔ́,n/a,i ɔ,test
ìjá,ìjá,n/a,i a,test
íjɔ́,íjɔ́,n/a,i o,test
ìjá,ìjá,n/a,i a,test
bû,rû,go,b o,test
bû,rû,n/a,b o,test
bû,rû,n/a,b o,test
pɔ̂,pɔ̂,n/a,p ɔ,test
bú dùn,bú dún,go home,b o d o n,test
bú dùn,bú dún,n/a,b o d̪ o n,test
pɔ́ índɔ̀,pɔ́ índɔ̀,beat the drum,p o ɛ n d̪ o,test
pɔ́ índɔ̀,pɔ́ índɔ̀,n/a,p o e n d̪ o,test
ìndɔ̀,ìndɔ̀,drum,e n d o,test
t̪ô,t̪ɔ̂,drink,t̪ o,test
t̪ó ŋávɛ̀,t̪ɔ́ ŋávɛ́,drink water!,t̪ o ŋ a v e,test
t̪ó ŋávɛ̀,t̪ɔ́ ŋávɛ́,n/a,t̪ o ŋ a v e,test
ɛ̀ðɛ̀,ɛ̀ðɛ̀,n/a,ɛ v e,test
ɛ̀ðɛ̀,ɛ̀ðɛ̀,n/a,ɛ v e,test
ðù,ðù,n/a,v o,test
ðɔ̂,ðɔ́,chop (into pieces)!,ð o,test
ðɔ́,ðɔ́,cut into pieces,ð o,test
ðɔ́,ðɔ́,n/a,l ɔ,test
ðɔ̂,ðɔ́,n/a,ð o,test
ðɔ́ ðàr,ðɔ́ ðár,chop the rope up!,v b a r,test
ðɔ́ ðàr,ðɔ́ ðár,n/a,v a v a r,test
ðɔ́ ðúvɛ̀,ðɔ́ ðúmɛ̀,chop the rope up!,d̪ a d̪ i r ɛ k,test
tə́vɔ́ ðàr,t̪ə́vɔ́ ðár,cut the rope!,t̪ v a d̪ a,test
ðɔ́ ɛ́ðɛ̀,ðɔ́ ɛ́ðɛ̀,chop the meat!,d̪ o ɛ v e,test
ðɔ́ ɛ́ðɛ̀,ðɔ́ ɛ́ðɛ̀,n/a,d̪ o ɛ ð e,test
tə́vɔ́ ɛ́ðɛ̌,t̪ə́vɔ́ ɛ́ðɛ̀,cut the meat!,t̪ v o j ð e,test
tə́vɔ́ ðǎr,t̪ə́vɔ́ ðár,cut the rope!,t̪ a v o ð a,test
ðɔ́ lúɔ̀,ðɔ́ lúrɔ̀,cut the cloth,ð a l o,test
lúɔ̀,lúrɔ̀,cloth,l o,test
lúɔ̀,lúrɔ̀,n/a,n u,test
nàvlá,nàvlà,cats,n a v l a,test
àvàlà,àvàlà,cat,a v a l a,test
ŋàmàð,ŋə̀màð,friendship,n a m a s,test
nàmàð,námál,friends,n a m a ð,test
nàmàð,námál,n/a,n a m a ð,test
nàmáð,námál,friends,n a m a ð,test
ànùŋùl,nàŋúl,Parts of: These are the cats who stay in the forest,ə n ʊ m o ɾ,test
ànúŋûl,náŋúl,Parts of: These are the cats who stay in the forest,a n ʊ o l,test
ànúŋûl,náŋúl,n/a,a n o ŋ o l,test
ànúŋûl,náŋúl,n/a,a n o ŋ o l,test
nàjínɔ̀,nàjìnɔ̀,(These wild cats) eat,n e e n o,test
ùlíŋgɛ̀,ùlíŋgɛ́,night,o l e ŋ ɡ a,test
làɾú,làɾò,chickens,l a r o,test
ɔ̀mnɛ̀ð,ɔ̀mnɛ̀ð,enemy,o m n e ð,test
ŋgɛ̀ðɔ́l,ŋgə̀ðɔ́l,Parts of: This wild cat is an enemy with chickens,k ɛ ð o l,test
ŋ́gúɽì,ŋgáɽì,of the forest,ɡ o l i,test
lɛ̀ nɛ̀,lɛ̀ nɛ̀,some,l a n a,test
jɛ́ lâɾò,jɛ́ lâɾò,n/a,j ɛ r a r o,test
ŋìrím,ŋ̀rím,darkness,ŋ ɾ e ŋ,test
ùlíŋgɛ́,ùlíŋgɛ́,night,o l ɛ ŋ ɡ e,test
ùlíŋgɛ́,ùlíŋgɛ́,n/a,o n ɛ ŋ e,test
àjɛ̀n,àjén,n/a,a j e,test
àjɛ́n jèɽà,àjén jə̀ɽà,The Earth is big,a j e n i ɛ l a,test
àjɛ́n jèɽà,àjén jə̀ɽà,n/a,a e n i ɛ ɾ a,test
àjɛ̀n,àjén,n/a,e ɛ m,test
àjɛ̀n,àjén,n/a,a e n,test
ɲɛ̌n ɲɛ̀ɽà,ɲɛ́n ɲə̀ɽà,mountains are big,ɲ e n ɲ e l a,test
nàjɛ́n nɛ̀ɽà,nàjén nə̀ɽà,The earths are big,n a j e n ɛ ɾ a,test
nàjɛ́n nɛ̀ɽà,nàjén nə̀ɽà,n/a,n a j e n n e ɾ a,test
nùjɛ̀l,nùjɛ̀l,shadows,n ʊ j e ɾ,test
jéðù,jéðù,bite!,j e ð o,test
íjéðù,íjíðó,bite!,p i e ð o,test
vráðɔ́,vɾáðɔ́,sweep,v r a ð o,test
d̪úd̪ɔ̀,d̪úd̪ɔ̀,n/a,d̪ o d̪ o,test
lìɟí lə̀mèðɔ́ ðár ɽítí sè,lìɟí lə̀mɛ̀ðɔ́ ðár ɽít̪ì rɛ̀,People made rope with palm tree,l i ɟ e n d̪ ə m ð a ð a r l i t̪ i s e,test
lìðɔ́ ðár,lə̀ðɔ́ ðár,They made,l e ð o ð a ɾ,test
lìðɔ́ ðár ɽítí sè,lə̀ðɔ́ ðár ɽít̪ì rɛ̀,They made rope with palm tree,l i ð o ð a r l ɪ k ɪ s e,test
méðɔ́ ðâr,mɛ́ðɔ́ ðár,Make the rope!,m ɛ d̪ a d̪ a,test
ɽót̪ɔ̀,ɽót̪ɔ́,cover,l o t̪ o,test
ɽót̪ɔ̀,ɽót̪ɔ́,n/a,r o t̪ ɔ,test
ɽót̪ɔ̀,ɽót̪ɔ́,n/a,l o t̪ o,test
íŋgáðt̪ɔ̌,íŋgá ðít̪ɔ̀,I'm drinking,ɪ ŋ b a t̪ o,test
ìndɔ̀,ìndɔ̀,n/a,ɛ n d o,test
ìndɔ̀,ìndɔ̀,n/a,ɛ n d o,test
ápɔ̀,ápɔ́,take,a p o,test
ápɔ̀,ápɔ́,n/a,a p o,test
ápɔ́ ìndɔ̀,ápɔ́ ìndɔ̀,take the drum (away)!,a p ɔ ɪ n d o,test
ápɔ́ ìndɔ̀,ápɔ́ ìndɔ̀,n/a,a p o e n d o,test
ápɔ́ ìndɔ̌,ápɔ́ ìndɔ̀,take the drum (away)! ,a p o ɪ n d o,test
pɔ́ ìndɔ̀,pɔ́ ìndɔ̀,beat the drum!,p ɔ ɪ n d̪ o,test
t̪ɔ́ ìndɔ̀,t̪ɔ́ ìndɔ̀,beat the drum!,p ɔ i n d o,test
t̪ɔ́ ìndɔ̀,t̪ɔ́ ìndɔ̀,n/a,p o ɪ n d o,test
ápɔ́ ìndɔ̀,ápɔ́ ìndɔ̀,n/a,a p ɔ e n d,test
àpá ìndɔ̌,àpá ìndɔ̀,bring the drum!,a p a ɪ d o,test
àpá ìndɔ̀,àpá ìndɔ̀,bring the drum!,a p a i d o,test
óɾá,óɾà,child,o r a,test
mɔ́nɔ́,ɔ́mɔ́nɔ́,take care of,m o n o,test
ámɔ́nɔ́,áɔ̀mɔ̀nɔ́,take care!,a m a n o,test
mɔ́nɔ́ óɾɛ́,ɔ́mɔ́nɔ́ óɾɛ́,n/a,e b a n o r e,test
ɛ́ðɛ́,ɛ́ðɛ̀,animals,ɛ v e,test
ɛ̀ðɛ̀ íjùn,ɛ̀ðɛ̀ íjùn,his animals,ɛ v e u n,test
ǎn sɔ́ɽíŋgɔ́ sɛ̂ɛ́ sàdàn,ân sɔ́ɽíŋgɔ́ lɛ̂ àdám,This is a small donkey,ɛ n s ɛ r ɪ ŋ ɡ o s e s ɛ d a ŋ,test
ǎn sɔ́ɽíŋgɔ́ sɛ́ sàdàn,ân sɔ́ɽíŋgɔ́ rɛ́ àdám,This is a small donkey,ɛ n s a d ɪ ŋ o s ɛ s ɛ d ɛ ŋ,test
ǎn sɔ́ɽíŋgɔ́ sɛ́ sàdàn,ân sɔ́ɽíŋgɔ́ rɛ́ àdám,n/a,ɛ n s ɛ l ɪ ŋ ɡ ə s e s ɛ d a m,test
ɲɛ́dàn,ɲɛ́n,n/a,ɲ e d a,test
ɲɛ́dàn,ɲɛ́n,n/a,ɲ e d̪ a,test
sàɽíŋgɔ́ sádǎn sábr̀t̪ìnò dɛ̀,sɔ̀ɽíŋgɔ́ láɾân ábr̀t̪ìnɔ̀ dɛ̀,small donkey cannot be rode/ ridden on,a l ɪ ŋ ɡ a s a d a m s a b t i n o d e,test
sàɽíŋgɔ́ sádǎn sábrìt̪ìnò dɛ̀,sɔ̀ɽíŋgɔ́ láɾân ábrìt̪ìnɔ̀ dɛ̀,small donkey cannot be rode/ ridden on,s a ɾ e ŋ ɡ a s a d̪ a n s a b r i t̪ i n o d̪ e,test
sàɽíŋgɔ́ sádǎn sábr̀t̪ìnò dɛ̀,sɔ̀ɽíŋgɔ́ láɾân ábr̀t̪ìnɔ̀ dɛ̀,n/a,s a l e ŋ ɡ o s a d̪ a n s b ɾ t̪ i n o d e,test
sàɽíŋgɔ́ sádǎn sábr̀t̪ìnò dɛ̀,sɔ̀ɽíŋgɔ́ láɾân ábr̀t̪ìnɔ̀ dɛ̀,n/a,s a l e ŋ ɡ o s a d̪ a n s a b r ʊ t̪ t̪ i n o ð e,test
sàɽíŋgɔ́ sádǎn sábr̀t̪ìnò dɛ̀,sɔ̀ɽíŋgɔ́ láɾân ábr̀t̪ìnɔ̀ dɛ̀,n/a,s a l e ŋ ɡ ɔ s a d̪ a n s a b r i n o d̪ e,test
lɛ̀ŋgɛ́n,líŋgɛ́n,it's mother,l e ŋ ɡ a n,test
ŋə̀mbùɽú,ŋʊ̀mbòɽó,calf,ɔ n d̪ o l o,test
ɲùmbòɽò,ɲʊ̀mbòɽó,calves,ɲ e n b ɾ ɔ,test
sɔ̀ɽíŋgɔ́ sádǎn sápíð̀ò ràmàn rɛ̀,sɔ̀ɽíŋgɔ́ láɾân ápíðó rmàn rɛ̀,the small donkey hits with its legs,s a l ə ŋ a s a d̪ a n s a f e ð r m o n r ɛ,test
sɔ̀ɽíŋgɔ́ sádǎn sápíð̀ò ràmàn rɛ̀,sɔ̀ɽíŋgɔ́ láɾân ápíðó rmàn rɛ̀,n/a,s a l e ɡ ɡ s e d̪ a n s a p i ð o r m a n r e,test
rmàn,rmàn,legs,r m a n,test
sɔ̀ɽíŋgɔ́ sádǎn sápíð̀ò ràmàn rɛ̀,sɔ̀ɽíŋgɔ́ láɾân ápíðó rmàn rɛ̀,n/a,s o l i ŋ ɡ w s a ð a n s a p e ð a r o m a n r e,test
sɔ̀ɽíŋgɔ́ sádàn sápíð̀ò ràmàn rɛ̀,sɔ̀ɽíŋgɔ́ ádám ápíðó rmàn rɛ̀,the small donkey hits with its legs,s a l i ŋ o s ɛ t d̪ a n s a p i ð a r m a n r ɛ,test
sɔ̀ɽíŋgɔ́ sátàn sɛ́ sàmìɲí ŋán ávàn,sɔ̀ɽíŋgɔ́ sátàn rɛ́ àmìɲí ŋán ávàɾɔ́,the small donkey likes milk a lot,s ə l i ŋ o s ə t a n s ɛ s a m n i ŋ a n v a n,test
sɔ̀ɽíŋgɔ́ sátàn sɛ́ sàmìɲí ŋán ávàn,sɔ̀ɽíŋgɔ́ sátàn rɛ́ àmìɲí ŋán ávàɾɔ́,n/a,e l i ŋ a s ə t a n s ɛ s ə m n i ŋ a n a v a ŋ,test
sàɽíŋgɔ́ sátàɽàn sábrǎ ŋàmt̪ɛ̀ɾɛ̀,sɔ̀ɽíŋgɔ́ t̪àɽà ábr̀à ŋə̀mt̪ɛ́ɾɛ́,small donkey runs/ jumps about,s e l ɪ ŋ ɡ ə s e t a l e s a b r ə ʊ t̪ e r e,test
sàɽíŋgɔ́ sátàɽán sábrà ŋàmt̪ɛ̀ɾɛ̀,sɔ̀ɽíŋgɔ́ kámàɽà ábr̀à ŋə̀mt̪ɛ́ɾɛ́,the small donkey runs and jumps about/ frolicks,s a l i ŋ ɡ ɔ s a t a l a n s a b r a ŋ m t̪ ɛ r,test
sàɽíŋgɔ́ sátàɽàn sábrà ŋàmt̪ɛ̀ɾɛ̀,sɔ̀ɽíŋgɔ́ t̪àɽà ábr̀à ŋə̀mt̪ɛ́ɾɛ́,the small donkey runs and jumps about/ frolicks,s a l e ɡ ɡ o s a t a ɾ a s a b r r e,test
àbrá t̪ə̀wànì,àbr̀á t̪ɔ́wɜ̀nì,jump now (when there is a distance between speaker and listener),a b r a t̪ o n i,test
àbrá t̪ə̀wànì,àbr̀á t̪ɔ́wɜ̀nì,n/a,a b a t̪ o n e,test
ábrô,ábr̀ó,n/a,a b r o,test
àbrá t̪ə̀wànì,àbr̀á t̪ɔ́wɜ̀nì,n/a,a b r a t̪ o n i,test
àbrá t̪ə̀wànì,àbr̀á t̪ɔ́wɜ̀nì,n/a,a b ɾ a t̪ o n e,test
íjɔ̀,íjɔ̀,fire,i o,test
lìðɔ́ íjɔ̀,lə̀ðɔ́ íjɔ̀,they made a fire,l e ð o i o,test
íðɔ́ íjɔ̀,ðɔ́ íjɔ̀,make a fire,i ð o i o,test
íðɔ́ íjɔ̀,ðɔ́ íjɔ̀,n/a,e ð o i o,test
íðɔ́ íjɔ̀,ðɔ́ íjɔ̀,n/a,e ð a i a,test
íðɔ́ íjɔ̀,ðɔ́ íjɔ̀,n/a,i ð o i o i a,test
íðɔ́ íjɔ̀,ðɔ́ íjɔ̀,n/a,e ð a i j a,test
ìðɔ́ íjɔ̀,ðɔ́ íjɔ̀,n/a,i ð o i o,test
ìðɔ́ íjɔ̀,ðɔ́ íjɔ̀,n/a,i ð a j o,test
ìðɔ́ íjɔ̀,ðɔ́ íjɔ̀,n/a,i ð o i o,test
láíðɔ̀ ìjò,lá ðɔ́ ìjɔ̀,they will make a fire ,l e ð a i,test
láíðɔ̀ ìjò,lá ðɔ́ ìjɔ̀,n/a,l ð ə i,test
mɛ́ðɔ́ ðàr,mɛ́ðɔ́ ðár,n/a,n e t̪ a d̪ a,test
mɛ́ðɔ́ ðàr,mɛ́ðɔ́ ðár,n/a,m e ð o ð a,test
mɛ́ðɔ́ ðàr,mɛ́ðɔ́ ðár,n/a,m e ð a ð a,test
mɛ̀ðá ðár,mɛ̀ðá ðár,n/a,m e ð a ð a ɾ,test
sɔ̀ɽíŋgɔ́ sátàn sɛ́ sàmìɲí ŋán ávàn,sɔ̀ɽíŋgɔ́ sátàn rɛ́ àmìɲí ŋán ávàɾɔ́,the small donkey likes milk a lot,s o l ɪ ŋ ɡ o s ə t a n s e s a m ɲ i ŋ a n a v a n,test
sɔ̀ɽíŋgɔ́ sátàn sɛ́ sàmìɲí ŋán ávàn,sɔ̀ɽíŋgɔ́ sátàn rɛ́ àmìɲí ŋán ávàɾɔ́,n/a,s ɛ l ɪ ŋ ɡ a s ə t a n s e s ə m ɲ i ŋ a n a v a n,test
ŋán,ŋán,milk,n a n,test
sɔ̀ɽíŋgɔ́ sátáɽàn sɛ́ sàmìɲí ŋán ávàn,sɔ̀ɽíŋgɔ́ látɛ́ áɽà rɛ́ àmìɲí ŋán ávàɾɔ́,n/a,s e l ɪ ŋ ɡ o e t a l a n s e s a m ɲ i ŋ a n a v a n,test
sɔ̀ɽíŋgɔ́ sátàɽàn sábrǎ ŋə̀mt̪ɛ́ɾɛ̀,sɔ̀ɽíŋgɔ́ t̪àɽà ábr̀à ŋə̀mt̪ɛ́ɾɛ́,the small donkey is frolicking around,s e l ɪ ŋ ɡ ə s e t a l ə s a b r ə ʊ t̪ ɛ r e,test
sɔ̀ɽíŋgɔ́ sátàɽǎn sábrà ŋə̀mt̪ɛ́ɾɛ̀,sɔ̀ɽíŋgɔ́ kámàɽà ábr̀à ŋə̀mt̪ɛ́ɾɛ́,the small donkey is frolicking around,s a l i ŋ ɡ ɔ s a t a l a n s a b r a ŋ m t̪ ɛ r,test
ábrô,ábr̀ó,jump! (both speaker and adressee are on the roof),a b r o,test
íjɔ̀,íjɔ̀,fire,i o,test
lìðɔ́ íjɔ̀,lə̀ðɔ́ íjɔ̀,to make a fire,l e ð o i o,test
íðɔ́ íjɔ̀,ðɔ́ íjɔ̀,make a fire!,e ð a i o,test
íðɔ́ íjɔ̀,ðɔ́ íjɔ̀,n/a,i ð o i o,test
íðɔ́ íjɔ̀,ðɔ́ íjɔ̀,n/a,e ð o i o,test
íðɔ́ íjɔ̀,ðɔ́ íjɔ̀,n/a,e ð o i o,test
íðɔ́ íjɔ̀,ðɔ́ íjɔ̀,n/a,i ð o i o,test
íðɔ́ íjɔ̀,ðɔ́ íjɔ̀,n/a,ɛ ð a i o,test
ìðɔ́ íjɔ̀,ðɔ́ íjɔ̀,make a fire! (speaker is not there),i ð o i o,test
ìðɔ́ íjɔ̀,ðɔ́ íjɔ̀,n/a,i ð o i o,test
ìðɔ́ íjɔ̀,ðɔ́ íjɔ̀,n/a,i ð o i o,test
láìðɔ́,lá ðɔ́,Part of: they will make a fire tomorrow ,l a ð o,test
láíðɔ̀,lá ðɔ́,Parts of: they will make a fire tomorrow (speaker is not there),l e ð o,test
mɛ́ðɔ́ ðàr,mɛ́ðɔ́ ðár,make rope,m ɛ d̪ a d̪ a,test
mɛ́ðɔ́ ðàr,mɛ́ðɔ́ ðár,n/a,m e ð o d̪ a,test
mɛ́ðɔ́ ðàr,mɛ́ðɔ́ ðár,n/a,m e ð o ð a,test
mɛ́ðɔ́ ðàr,mɛ́ðɔ́ ðár,n/a,m e ð a ð a ɾ,test
mɛ̀ðá ðár,mɛ̀ðá ðár,make rope (when the speaker is not there),m e ð a ð a ɾ,test
lə̀bɔ̀lɔ̀,lə̀bɔ̀là,They wrestle,e b o l o,test
lə̀bɔ̀lɔ̀,lə̀bɔ̀là,n/a,b a l a,test
lɛ̀bùlíjí,lə̀bùlìjí,Parts of: They wrestled the man,l a b u l i e,test
lábùlíjé,lá bùlìjí,Parts of: They will wrestle the man tomorrow,l a b ʊ l i,test
lábùlíjé,lá bùlìjí,n/a,l a v u l i,test
lɛ̀dì,lɛ̀ ádì,Touch,l ɛ d̪ ɪ,test
lɛ̀dí álɛ̀,lɛ́ àdí álɛ́,They touched the stone,l e d ɪ a l e,test
lɛ̀dí álɛ̀,lɛ́ àdí álɛ́,n/a,l a d i a l e,test
lɛ̀dí,lɛ́ àdí,Parts of: They touched the stone,l a d i ŋ,test
lɛ̀dí álɛ̀,lɛ́ àdí álɛ́,n/a,l a d i a l e,test
lɛ̀dí álɛ̀,lɛ́ àdí álɛ́,n/a,l a d̪ i a l e,test
lá ɔ́dɔ̀,lá ɔ́dɔ̀,Parts of: They will touch the stone tomorrow,l a o d o,test
lá ɜ̀dí,lá àdí,Parts of: They will touch the stone tomorrow (far away),l a d i,test
ɜ́dí álɛ̀,ádí álɛ́,Touch the stone!,a d i a l e,test
ɜ́dí álɛ̀,ádí álɛ́,n/a,a d e a l e,test
ɜ́dí álɛ̀,ádí álɛ́,n/a,a d̪ i a l e,test
ɜ́dí álɛ̀,ádí álɛ́,n/a,h t e a l e,test
ɜ́dí álɛ̀,ádí álɛ́,n/a,a d̪ e a l e,test
ɜ́dí álɛ̀,ádí álɛ́,n/a,ɪ d̪ i a l e,test
ɜ́dí,ádí,Parts of: Touch the stone!,a d i,test
ɜ́dí álɛ̀,ádí álɛ́,n/a,ɛ d i a l e,test
ɜ́dí álɛ̀,ádí álɛ́,n/a,a d̪ i a l e,test
ɜ́dí álɛ̀,ádí álɛ́,n/a,a d̪ i a l e,test
ɔ̀dɔ́ álɛ̀,ɔ̀dɔ́ álɛ́,Touch the stone! (far away),o d o a l e,test
ɔ̀dɔ́ álɛ̀,ɔ̀dɔ́ álɛ́,n/a,o d̪ v a l e,test
ɔ̀dɔ́ álɛ̀,ɔ̀dɔ́ álɛ́,n/a,ɔ d o a l e,test
ɔ̀dɔ́ álɛ̀,ɔ̀dɔ́ álɛ́,n/a,ɔ d o a l e,test
ɔ̀dɔ́ álɛ̀,ɔ̀dɔ́ álɛ́,n/a,o d o a l e,test
ádɔ́ŋnɔ́,ádɔ̀ŋðɔ́,Parts of: Hold the stone!,a d ɔ n,test
lɛ̀d̪ùɾú,lə̀ŋùt̪ú,They stopped,l e d̪ r u,test
lɛ̀d̪ùɾú,lə̀ŋùt̪ú,n/a,l e d̪ r o,test
lɛ̀d̪ùɾú né,lə̀ŋùt̪ú nɛ́,They stopped here,e l e d̪ u r u n e,test
lɛ̀d̪ùɾú,lə̀ŋùt̪ú,n/a,a l e d̪ ʊ r o,test
lǎð d̪ʊ̀ɾɔ̀,lá ðɛ̀ óɾó,They are standing,l a d̪ o ɾ o,test
lǎð d̪ʊ̀ɾɔ̀,lá ðɛ̀ óɾó,n/a,l a ð o r o,test
lǎð d̪ʊ̀ɾɔ̀,lá ðɛ̀ óɾó,n/a,l a ð o ɾ o,test
lǎð d̪ʊ̀ɾɔ̀,lá ðɛ̀ óɾó,n/a,l a r d̪ o ɾ o,test
lád̪ùɾú jû,láŋɾú jû,They will stop there,l a d̪ o r o j o,test
lád̪ùɾú jû,láŋɾú jû,n/a,l a d̪ u r o i o,test
d̪ʊ́ɾʊ́ nî,óɾó nî,Stop here!,d̪ o r o n e,test
d̪ʊ́ɾʊ́ nî,óɾó nî,n/a,d̪ o r o n e,test
d̪ʊ́ɾʊ́ nî,óɾó nî,n/a,d o ɾ o n e,test
d̪ʊ́ɾʊ́ nî,óɾó nî,n/a,d̪ r o n e,test
d̪ʊ́ɾʊ́ jû,óɾó jû,Stop there!,d̪ o r o j o,test
d̪ʊ́ɾʊ́ jû,óɾó jû,n/a,p ɾ i o,test
d̪ʊ̀ɾɔ́ jû,óɾó jû,Stop there (far away),d̪ u ɾ ɔ j u,test
d̪ʊ̀ɾɔ̂,óɾó,n/a,d̪ o r ɔ v e s,test
d̪ʊ̀ɾɔ́ nê,óɾó nɛ̂,Stop here!,d̪ r o n e,test
ìlɔ̀ðɔ̀,ílɔ̀ðɔ̀,Buy/Sell,e l o ð o,test
ílɜ́ðɜ́ dìjò,ílɛ̀ðɛ̀ dìjɔ́,Buy/Sell the cow!,e l a ð a ð i o,test
ìlɔ̀ðɔ̂,ìlɔ̀ðɔ́,Buy/Sell (far away),i l ð o,test
mə́ɲát̪ɔ́,míɲát̪ɔ́,Go out,m ɲ a t̪ o,test
lɔ̀bìðí,lɔ̀ɽìðì,They met,a b l i,test
jàbùðò,jàbùðɔ́,"They (sheep, j-class) met",i a b ð o,test
làbðò,làbùðɔ́,They met,l a b ð o,test
wɛ̌ lɔ́mán lɛ́nɛ̌ nɛ̀ ŋìðìní ḿɲât̪ɛ̀ núr wɛ́ lɔ̀bìðì bàcúm gɛ̀,wɛ̌n lɔ́mɔ́n lɛ́ ńɛ̀ nɛ̀ ŋìðɛ̀ní míɲàt̪ɛ̀ nàúr rɛ́ lɔ̀ɽìðì bàcʊ̂m kɛ̀,"One day, as the hare left the house and went for a walk, he met a fox.",w ə l o m a l ɛ n n e ŋ ð n i m i a t̪ n ʊ r w ɛ l b ð ə b t ɔ ŋ ɡ e,test
wɛ̌ lɔ́mán lɛ́nɛ̌ nɛ̀ ŋìðìní ḿɲât̪ɛ̀ núr wɛ́ lɔ̀bìðì bàcúm gɛ̀,wɛ̌n lɔ́mɔ́n lɛ́ ńɛ̀ nɛ̀ ŋìðɛ̀ní míɲàt̪ɛ̀ nàúr rɛ́ lɔ̀ɽìðì bàcʊ̂m kɛ̀,n/a,w e l o m l e n n ŋ n i ɲ a t̪ n ʊ r w e l b ð ə b a t ə m ɡ e,test
wɛ̌ lɔ́mán lɛ́nɛ̀ nɛ̀ ŋìðìní ḿɲât̪ɛ̀ núr wɛ́ lɔ̀bìðì bàcúm gɛ̀,wɛ̌n lɔ́mɔ́n lɛ́ ńɛ̀ nɛ̀ ŋìðɛ̀ní míɲàt̪ɛ̀ nàúr rɛ́ lɔ̀ɽìðì bàcʊ̂m kɛ̀,"One day, as the hare left the house and went for a walk, he met a fox.",w e l o m a l ɪ n n ɛ ŋ ð n ɛ m i ð n u w ɛ l ɔ v ð b ɛ t ə m ɡ e,test
árá nà rámnɛ̀t̪ɛ̀ t̪à,áɾá nà rámɔ̀nɛ̀t̪ɛ̀ t̪à,'Why are you so thin',a ɾ a n a ɾ a m n e t̪ e t̪ a l e k u,test
