,src,ref,mBART_hand_label_pred,canary_pred
671,àn ɔ́ɟɔ́ŋá lɛ̀lɛ̀ŋìt̪ɔ́l ùɾnɔ̀ɔ̌ làɾɔ́ lɛ́ kúkù t̪á làmə̀ɾðɔ́l t̪ùlì,who all did grandfather know that Kuku said the lion bit?,who all did Kuku know the lion chased here?,"Hypothesis(score=0.0, y_sequence=tensor([1887, 1419, 1154, 1244, 1434, 1271, 2041, 1185, 1679, 1521, 1331, 2043,
        1358, 2032, 2049, 2032, 2051, 2027, 1191, 1690, 1203, 1163, 1226, 2086]), text=""who all did grandfather like, Kuku's boy the lion?"", dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
672,àn ɔ́ɟɔ́ŋá lɛ̀lɛ̀ŋìt̪ɔ́l ùɾnɔ̀ làɾɔ́ lɛ́ kúkù t̪á làmə̀ɾðɔ́l t̪ùlì,who all did grandfather know that Kuku said the lion bit?,who all did grandpa say Kuku will bite?,"Hypothesis(score=0.0, y_sequence=tensor([1887, 1419, 1154, 1244, 1434, 1271, 2041, 1185, 1679, 1521, 1331, 1358,
        2032, 2049, 2032, 2051, 2027, 1191, 1177, 1253, 1163, 1226, 2086]), text=""who all did grandfather like Kuku's bit of lion?"", dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
673,kúkù ŋgàɾìðù,Kuku broke (something),Kuku broke (something),"Hypothesis(score=0.0, y_sequence=tensor([1358, 2032, 2049, 2032, 1191, 1209, 1331, 1536, 1229, 2036, 1219]), text='Kuku broke something', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
674,kúkù kákə́cì ŋɔ̀mɔ̀,Kuku took food away (from here) ,Kuku took food (and left),"Hypothesis(score=0.0, y_sequence=tensor([1358, 2032, 2049, 2032, 1221, 1627, 1638, 1547, 1475, 1197, 1854, 2024,
        2023, 2122, 2041, 1174, 2121]), text='Kuku took food from home (far)', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
675,kúkù kákɔ́cɔ̀ ŋɔ̀mɔ̀,Kuku will take the food away (far),Kuku will take care of the animals (far),"Hypothesis(score=0.0, y_sequence=tensor([1358, 2032, 2049, 2032, 1172, 1379, 1493, 1627, 1203, 1638, 1547]), text='Kuku will cook the food', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
676,kúkù kákə̀cí ŋɔ́mɔ̀,Kuku will take food away,Kuku will introduce me to you,"Hypothesis(score=0.0, y_sequence=tensor([1358, 2032, 2049, 2032, 1221, 1627, 1638, 1547, 1475, 1197, 1854, 2024]), text='Kuku took food from home', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
677,kúkù kák kàkə̀cí ŋɔ́mɔ̀,Kuku will take food away,Kuku will search for food,"Hypothesis(score=0.0, y_sequence=tensor([1358, 2032, 2049, 2032, 1221, 1627, 1638, 1547, 1475, 1197, 1854, 2024]), text='Kuku took food from home', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
678,kúkù kàkɛ́cì ŋɔ̀mɔ̀,Kuku took food (from here),Kuku took (something) away (far),"Hypothesis(score=0.0, y_sequence=tensor([1358, 2032, 2049, 2032, 1172, 1379, 1961, 1331, 1203, 1638, 1547, 1475,
        1197, 1203, 1829, 1455]), text='Kuku will take the food from the ground', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
679,kúkù kákɛ́cɛ́cì ŋɔ̀mɔ̀ dùn,Kuku took food from home,Kuku took food from home (far),"Hypothesis(score=0.0, y_sequence=tensor([1358, 2032, 2049, 2032, 1221, 1627, 1638, 1547, 1475, 1197, 1854, 2024,
        1458, 1854, 2024]), text='Kuku took food from home at home', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
680,kúkù kàkɛ́cɛ́cì ŋɔ̀mɔ̀ dùn,Kuku took food from home,Kuku took (something) away (far),"Hypothesis(score=0.0, y_sequence=tensor([1358, 2032, 2049, 2032, 1221, 1627, 1638, 1547, 1475, 1197, 1854, 2024,
        1458, 1854, 2024]), text='Kuku took food from home at home', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
681,kàkɛ́cɛ́cì,(Kuku) took food (from  home),Parts of: He took (something) away (far),"Hypothesis(score=0.0, y_sequence=tensor([1358, 1746, 2026, 1239, 1430, 1367, 1221, 1588, 2026, 1331, 1203, 1421,
        1179]), text='Kaka is about to shake the door', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
682,kúkù kə̀kə̀cɛ̀cí ŋɔ́mɔ̀ dùn,Kuku took food from home (far),Kuku took food from home (far),"Hypothesis(score=0.0, y_sequence=tensor([1358, 2032, 2049, 2032, 1221, 1627, 1638, 1547, 1475, 1197, 1854, 2024,
        2023, 2122, 2041, 1174, 2121]), text='Kuku took food from home (far)', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
683,kúkù kɛ̀kə̀cɛ̀cí ŋɔ́mɔ̀ dùn,Kuku took food from home (far),Kuku took food from home (far),"Hypothesis(score=0.0, y_sequence=tensor([1358, 2032, 2049, 2032, 1366, 1160, 1746, 1219, 1638, 1547, 1475, 1197,
        1854, 2024]), text='Kuku was taking food from home', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
684,kúkù kákɔ́cɔ̀cɔ̀ ŋɔ̀mɔ̀ dùn,Kuku will take food from home,Kuku will take care of the animals at home,"Hypothesis(score=0.0, y_sequence=tensor([1358, 2032, 2049, 2032, 1172, 1379, 1961, 1331, 1203, 1638, 1547, 1475,
        1197, 1203, 1829, 1455]), text='Kuku will take the food from the ground', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
685,kúkù kákə̀cɛ̀cí ŋɔ́mɔ̀ dùn,Kuku will take food from home (far),Kuku took food from home (far),"Hypothesis(score=0.0, y_sequence=tensor([1358, 2032, 2049, 2032, 1172, 1379, 1961, 1331, 1638, 1547, 1475, 1197,
        1854, 2024, 2023, 2122, 2041, 1174, 2121]), text='Kuku will take food from home (far)', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
686,kúkù kákɛ̀cɛ̀cí ŋɔ́mɔ̀ dùn,Kuku will take food from home (far),Kuku took food from home (far),"Hypothesis(score=0.0, y_sequence=tensor([1358, 2032, 2049, 2032, 1172, 1379, 1961, 1331, 1638, 1547, 1475, 1197,
        1854, 2024, 1458, 1854, 2024]), text='Kuku will take food from home at home', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
687,kúkù ŋgə̀cɛ̀cí,"Kuku took (food home, far)",Kuku took (something) away,"Hypothesis(score=0.0, y_sequence=tensor([1358, 2032, 2049, 2032, 1239, 1451, 1547]), text='Kuku is good', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
688,kúkù kə̀gɛ̀cìðù,Kuku took (something) away (far),Kuku took (something) away (far),"Hypothesis(score=0.0, y_sequence=tensor([1358, 2032, 2049, 2032, 1221, 1627, 1164, 1591, 1253, 1358, 2032, 2049,
        2032, 2051, 2027, 1154, 1197, 1342, 2044, 1185, 1246, 1211, 1266, 1192,
        2027]), text=""Kuku took care of Kuku's domesswated animals"", dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
689,kúkù kə̀bùlìjɛ̀cí ŋálóŋ nɛ̀ lə̀vɛ̀r,Kuku wrestled Ngalo in the field,Kuku wrestled Ngalo in the field,"Hypothesis(score=0.0, y_sequence=tensor([1358, 2032, 2049, 2032, 1172, 2030, 1280, 1195, 2034, 1361, 2039, 1192,
        2031, 1201, 1203, 1190, 1180, 1457]), text='Kuku wrestled Ngalo in the field', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
690,kúkù kàbúlíjɛ̀cì ŋàlóŋ nɛ̀ lə̀vɛ̀r,Kuku wrestled Ngalo in the field (and left),Kuku visited Ngalo in the field (and left),"Hypothesis(score=0.0, y_sequence=tensor([1358, 2032, 2049, 2032, 1172, 2030, 1280, 1195, 2034, 1361, 2039, 1192,
        2031, 1201, 1203, 1190, 1180, 1457]), text='Kuku wrestled Ngalo in the field', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
691,kúkù kàgít̪ɛ̀ kákàŋú áwùɾ,Kuku opened the door for Kaka (and left),Kuku opened the door for Kaka,"Hypothesis(score=0.0, y_sequence=tensor([1358, 2032, 2049, 2032, 1820, 1153, 1246, 1203, 1421, 1179, 1340, 1358,
        1746, 2026, 1901, 2023, 2122, 2041, 1174, 2121]), text='Kuku opened the door for Kaka now (far)', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
692,kúkù kágít̪ɔ̀ kákàŋú áwùɾ,Kuku will open the door for Kaka (far),Kuku will open the door for Kaka,"Hypothesis(score=0.0, y_sequence=tensor([1358, 2032, 2049, 2032, 1820, 1153, 1246, 1203, 1421, 1179, 1340, 1358,
        1746, 2026]), text='Kuku opened the door for Kaka', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
693,kə̀t̪ɔ̀ðɔ̀t̪ɔ́ kə̀t̪ɔ̀ðɔ̀t̪ɔ́,(Kuku) drank (water in the field),Parts of: the farmer who pushed the bicycle is strong,"Hypothesis(score=0.0, y_sequence=tensor([1285, 2031, 1324, 1172, 1275, 1221, 1154, 1566, 2086]), text='Do you want to dance?', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
694,kúkù kə̀t̪ìjí ápɾíɲá ŋávɛ̀,Kuku made the boy drink water,Kuku made the boy drink water,"Hypothesis(score=0.0, y_sequence=tensor([1358, 2032, 2049, 2032, 1154, 2030, 1792, 1172, 1815, 1475, 1197, 1203,
        1191, 1690]), text='Kuku drank water from the boy', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
695,kúkù kɛ̀t̪ìjí ápɾíɲá ŋávɛ̀,Kuku made the boy drink water,Kuku made the boy drink water,"Hypothesis(score=0.0, y_sequence=tensor([1358, 2032, 2049, 2032, 1154, 2030, 1792, 1172, 1815, 1475, 1197, 1203,
        1191, 1690]), text='Kuku drank water from the boy', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
696,kúkù kàt̪íjì àpɾíɲá ŋávɛ̀,Kuku made the boy drink water (and left),Kuku made the boy drink water (and left),"Hypothesis(score=0.0, y_sequence=tensor([1358, 2032, 2049, 2032, 1154, 2030, 1792, 1172, 1815, 1475, 1197, 1203,
        1191, 1690]), text='Kuku drank water from the boy', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
697,kúkù kát̪íjɔ̀ àpɾíɲá ŋávɛ̀,Kuku will make the boy drink water,Kuku will make the boy drink water,"Hypothesis(score=0.0, y_sequence=tensor([1358, 2032, 2049, 2032, 1154, 2030, 1792, 1203, 1191, 1690, 2051, 2027,
        1172, 1815]), text=""Kuku drank the boy's water"", dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
698,kúkù kát̪ìjí ápɾíɲá ŋávɛ̀,Kuku will make the boy drink water (far),Kuku will make the boy drink water,"Hypothesis(score=0.0, y_sequence=tensor([1358, 2032, 2049, 2032, 1154, 2030, 1792, 1203, 1191, 1690, 1172, 1815]), text='Kuku drank the boy water', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
699,kúkù ŋgɔ̀t̪ìnìjí kákàŋú íɾò,Kuku made Kaka braid her hair,Kuku opened the door against Kaka's wishes,"Hypothesis(score=0.0, y_sequence=tensor([1358, 2032, 2049, 2032, 1191, 1218, 1596, 2034, 1358, 1746, 2026, 2051,
        2027, 1292, 1213]), text=""Kuku braided Kaka's hair"", dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
700,kúkù ŋgɔ̀t̪ìnìjí kákàŋú íɾó íjùn,Kuku made Kaka braid his/her hair,Kuku made Kaka braid (someone's) hair,"Hypothesis(score=0.0, y_sequence=tensor([1358, 2032, 2049, 2032, 1191, 1218, 1596, 2034, 1358, 1746, 2026, 2051,
        2027, 1292, 1213]), text=""Kuku braided Kaka's hair"", dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
701,kúkù kàgɔ́t̪íjì kákàŋú íɾò,Kuku made Kaka braid someone's hair (and left),Kuku made Kaka braid (someone's) hair,"Hypothesis(score=0.0, y_sequence=tensor([1358, 2032, 2049, 2032, 1172, 1379, 1191, 1218, 1244, 1358, 1746, 2026,
        2051, 2027, 1292, 1213]), text=""Kuku will braid Kaka's hair"", dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
702,kúkù kɔ̀tɛ̀cí kákàŋú dùn,Kuku called Kaka at home,Kuku introduced Kaka at home,"Hypothesis(score=0.0, y_sequence=tensor([1358, 2032, 2049, 2032, 1191, 1218, 1596, 2034, 1358, 1746, 2026, 1458,
        1854, 2024]), text='Kuku braided Kaka at home', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
703,kúkù kàðɛ́ðì ánù,"Kuku chopped (something, and left)",Kuku chopped (something),"Hypothesis(score=0.0, y_sequence=tensor([1358, 2032, 2049, 2032, 1318, 2031, 1350, 1246, 1301, 1185, 2023, 2122,
        1185, 1854, 2024, 2121]), text='Kuku chopped meat (at home)', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
704,káðɛ́ðà káðɛ́ðà,Kuku will chop...chop (something),Parts of: Kusta is about to break the log,"Hypothesis(score=0.0, y_sequence=tensor([1998, 1490, 1253, 2107, 2014, 1239, 1451, 1219, 1221, 1164, 1250, 1203,
        1718, 1390]), text='Parts of: He is going to cut the rope', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
705,kúkù kɛ̀t̪ə̀t̪ɔ́,Kuku drank (in the field),Kuku was lost,"Hypothesis(score=0.0, y_sequence=tensor([1358, 2032, 2049, 2032, 1366, 1344, 2029]), text='Kuku was lost', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
706,kɛ̀t̪ɔ̀t̪ɔ́,(Kuku) drank (in the field),Parts of: the farmer who pushed the bicycle (away) is strong,"Hypothesis(score=0.0, y_sequence=tensor([1358, 1177, 2031, 1396, 1239, 1451, 1547]), text='Kitoto is good', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
707,kúkù kɛ̀t̪ɔ̀t̪ɔ́,Kuku drank (in the field),Kuku drank,"Hypothesis(score=0.0, y_sequence=tensor([1358, 2032, 2049, 2032, 1154, 2030, 1792, 1221, 2044, 1525, 2027]), text='Kuku drank towards', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
708,kúkù kát̪ɔ̀t̪ɔ́,Kuku will drink (in the field) (far),Kuku will drink (far),"Hypothesis(score=0.0, y_sequence=tensor([1358, 2032, 2049, 2032, 1172, 1379, 1154, 2030, 1635, 2012, 1179, 1209,
        2044]), text='Kuku will drink tomorrow', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
709,kúkù kápà índɔ̀,Kuku will take a drum,Kuku will beat a drum,"Hypothesis(score=0.0, y_sequence=tensor([1358, 2032, 2049, 2032, 1172, 1379, 1263, 1185, 1157, 1154, 2030, 1261]), text='Kuku will beat a drum', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
710,kúkù kápát̪à kákàŋú índɔ̀,Kuku will take Kaka's drum,Kuku will beat Kaka tomorrow,"Hypothesis(score=0.0, y_sequence=tensor([1358, 2032, 2049, 2032, 1172, 1379, 1699, 1219, 1358, 1746, 2026, 1154,
        2030, 1261]), text='Kuku will bring Kaka drum', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
711,kúkù kápít̪ɔ̀ kákàŋú índɔ̀,Kuku will beat a drum for Kaka,Kuku will drink water for Kaka,"Hypothesis(score=0.0, y_sequence=tensor([1358, 2032, 2049, 2032, 1172, 1379, 1263, 1185, 1358, 1746, 2026, 1201,
        1203, 1190, 1180, 1457]), text='Kuku will beat Kaka in the field', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
712,kúkù kápít̪ɔ̀ kákàŋú índɔ̀ɔ̌,Kuku will take a drum for Kaka,Kuku will drink water for Kaka,"Hypothesis(score=0.0, y_sequence=tensor([1358, 2032, 2049, 2032, 1172, 1379, 1263, 1185, 1358, 1746, 2026, 2051,
        2027, 1638, 1547, 2012, 1179, 1209, 2044]), text=""Kuku will beat Kaka's food tomorrow"", dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
713,kúkù kə̀t̪ìjí ápɾíɲà,Kuku will make the boy drink,Kuku made the boy sleep (and left),"Hypothesis(score=0.0, y_sequence=tensor([1358, 2032, 2049, 2032, 1154, 2030, 1792, 1221, 1203, 1191, 1690]), text='Kuku drank to the boy', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
714,kúkù kɛ̀t̪ìjí ápɾíɲà,Kuku will make the boy drink,Kuku made the boy sleep (and left),"Hypothesis(score=0.0, y_sequence=tensor([1358, 2032, 2049, 2032, 1154, 2030, 1792, 1172, 1437, 1203, 1191, 1690]), text='Kuku drank with the boy', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
715,kúkù kə̀t̪ìjé ápɾíɲà,Kuku will make the boy get lost,Kuku made the boy sleep (and left),"Hypothesis(score=0.0, y_sequence=tensor([1358, 2032, 2049, 2032, 1154, 2030, 1792, 1172, 1815, 1475, 1197, 1203,
        1191, 1690]), text='Kuku drank water from the boy', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
716,kə̀t̪ìjí kɛ̀t̪ìjí,"made drink, made drink",Parts of: He ate food and left,"Hypothesis(score=0.0, y_sequence=tensor([2023, 2122, 2036, 1302, 2121, 1239, 1391, 2121, 1872, 1808]), text='(here) is he) visible', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
717,kúkù kɛ̀t̪ìjé kɛ̀t̪ìjé,"Kuku made get lost, made get lost",Kuku ate food,"Hypothesis(score=0.0, y_sequence=tensor([1358, 2032, 2049, 2032, 1154, 2030, 1792, 1172, 1815, 1475, 1197, 1301]), text='Kuku drank water from me', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
718,kúkù kàt̪íjè àpɾíɲà,Kuku made the boy get lost (and left),Kuku made the boy sleep (and left),"Hypothesis(score=0.0, y_sequence=tensor([1358, 2032, 2049, 2032, 1157, 1193, 1203, 1191, 1690]), text='Kuku ate the boy', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
719,kúkù kàt̪íjì àpɾíɲà,Kuku made the boy drink (and left),Kuku made the boy sleep (and left),"Hypothesis(score=0.0, y_sequence=tensor([1358, 2032, 2049, 2032, 1154, 2030, 1792, 1203, 1191, 1690]), text='Kuku drank the boy', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
720,kúkù kát̪íjà àpɾíɲà,Kuku will make the boy get lost,Kuku will make the boy sleep,"Hypothesis(score=0.0, y_sequence=tensor([1358, 2032, 2049, 2032, 1157, 1193, 1203, 1191, 1690]), text='Kuku ate the boy', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
721,kúkù kát̪íjɔ̀ àpɾíɲà,Kuku will make the boy drink,Kuku will make the boy return,"Hypothesis(score=0.0, y_sequence=tensor([1358, 2032, 2049, 2032, 1172, 1379, 1612, 1167, 1207, 1468, 1203, 1191,
        1690]), text='Kuku will appreciate the boy', dec_out=None, dec_state=None, timestamp=[], alignments=None, frame_confidence=None, token_confidence=None, word_confidence=None, length=0, y=None, lm_state=None, lm_scores=None, ngram_lm_state=None, tokens=None, last_token=None, token_duration=None, last_frame=None)"
